Delta_X,Delta_Y
14.877999999999702,4.576999999999998
-36.335000000000036,31.185000000000002
61.225000000000364,54.932000000000016
26.320999999999913,44.059
16.59400000000005,-58.07900000000001
7.153000000000247,26.03500000000001
2.86200000000008,-18.024
-2.0029999999997017,-14.878000000000043
-35.47699999999986,16.879999999999995
-9.154999999999745,64.945
45.20400000000063,43.488
-45.48999999999978,-22.315999999999974
4.291000000000167,-4.290999999999997
-20.884999999999764,74.959
41.48499999999967,3.718999999999994
-23.46100000000024,17.165999999999997
-26.320999999999913,-8.583000000000027
9.155999999999949,-19.454999999999927
14.59099999999944,4.005999999999972
27.46600000000035,0.5720000000000027
8.010999999999513,0.0
23.746000000000095,28.609999999999985
-30.613000000000056,-0.28600000000000136
-32.61499999999978,-28.037999999999897
27.752000000000407,17.166
-57.219999999999345,-27.466000000000008
9.442000000000007,64.373
-57.50700000000052,-52.071000000000026
28.323999999999614,-28.610000000000014
-47.778999999999996,57.507000000000005
18.025000000000546,42.62899999999996
-21.456999999999425,-75.531
-8.582999999999629,53.50100000000003
-16.021999999999935,26.035999999999945
57.792999999999665,38.33699999999999
-25.748999999999796,-1.7159999999999798
-12.588999999999942,10.012999999999991
-42.628999999999905,11.443999999999988
81.82600000000002,-72.38399999999996
-21.17200000000048,-10.01400000000001
8.868999999999687,-26.035
3.4329999999999927,7.724999999999909
31.1850000000004,1.1449999999999818
32.32899999999972,18.881999999999998
-46.63500000000022,-6.295000000000016
43.77400000000034,-11.444000000000003
17.738000000000284,-11.444000000000017
2.574999999999818,51.499000000000024
29.46900000000005,22.88900000000001
-60.653999999999996,54.35900000000004
-24.319000000000415,-8.011000000000024
-65.80400000000009,-43.774
-7.439000000000306,-3.4329999999999927
38.909999999999854,47.779
-24.319000000000415,-20.027000000000044
51.785000000000764,-59.79500000000007
17.451999999999316,-54.932000000000016
-30.327000000000226,22.887999999999998
18.597000000000662,-41.19900000000001
10.299999999999272,2.861000000000004
12.875,-28.03800000000001
16.59400000000005,-28.32400000000007
-19.16899999999987,20.026999999999987
-69.52300000000014,20.312999999999988
-41.19799999999941,-33.76
-69.52300000000014,-20.312999999999988
55.789999999999964,33.474000000000046
-19.16899999999987,18.025000000000006
-18.88299999999981,-39.196000000000026
-0.5720000000001164,-5.72199999999998
-40.91199999999935,-21.744000000000028
-63.801000000000386,-0.28600000000000136
-89.83600000000024,30.899
26.034999999999854,-76.38899999999995
-38.337000000000444,-16.594000000000023
49.78199999999924,88.69200000000001
-51.49799999999959,-39.196000000000005
-8.010999999999513,39.768
20.313000000000102,-4.291999999999987
-50.63999999999942,13.161
-50.926000000000386,-19.454999999999984
30.899000000000342,21.17100000000002
-26.036000000000058,14.019000000000005
31.1850000000004,4.291000000000054
-104.71299999999974,9.726999999999975
16.3070000000007,46.63499999999999
51.784999999999854,24.31800000000004
-9.154999999999973,25.176999999999992
-17.166000000000167,1.1440000000000055
18.02500000000009,0.5720000000000027
23.7470000000003,6.00800000000001
30.899000000000342,34.047000000000025
31.184999999999945,27.75200000000001
6.007999999999811,20.028000000000006
11.443999999999505,-24.890999999999963
-31.472000000000662,-21.172000000000025
-32.615999999999985,45.77599999999998
44.0590000000002,-29.182000000000016
-17.73799999999983,-14.87700000000001
16.592999999999847,-21.172000000000004
-47.778999999999996,42.916
23.173999999999978,5.149999999999977
20.59900000000016,46.92100000000002
-6.293999999999869,-54.074
-11.730000000000018,-55.50400000000002
72.95600000000013,39.76800000000003
-55.21699999999964,-66.376
-16.59400000000005,0.8580000000000005
23.460000000000036,31.470999999999997
74.10099999999966,22.602000000000032
-8.583000000000538,32.329999999999984
-39.76800000000003,-59.222999999999985
-16.021999999999935,-4.578000000000031
46.634000000000015,-27.75200000000001
79.82300000000032,-43.774
21.171000000000276,53.214999999999975
16.021999999999935,-19.168999999999983
2.8609999999998763,7.724000000000018
75.81700000000001,36.049000000000035
-31.757000000000062,17.451999999999998
11.729999999999563,-5.436000000000007
-39.19600000000082,6.293999999999997
-6.581000000000131,23.747
-11.44399999999996,-5.722000000000037
-16.307999999999993,-13.160999999999945
-27.751999999999498,-16.879999999999995
-5.435999999999694,20.88499999999999
-36.04899999999998,-26.894000000000005
