feature,importance
feature4,0.64922494
feature21,0.13643119
feature19,0.13024844
feature2,0.03333129
feature10,0.01852279
feature7,0.011082958
feature6,0.009652098
feature3,0.0029219394
feature13,0.002917072
feature5,0.0012265047
feature22,0.00084023376
feature11,0.000716051
feature15,0.0006884579
feature20,0.0005935563
feature1,0.00041543433
feature8,0.00030710743
feature16,0.00025556452
feature9,0.000250604
feature14,0.00020403558
feature26,0.00016977351
feature18,0.0
feature12,0.0
feature17,0.0
feature23,0.0
feature24,0.0
feature25,0.0
feature27,0.0
feature28,0.0
feature29,0.0
feature30,0.0
feature31,0.0
feature32,0.0
feature33,0.0
feature34,0.0
feature35,0.0
