feature,importance
feature4,0.935785265846807
feature21,0.026757851431571937
feature10,0.022883419107274938
feature7,0.006368509425864827
feature19,0.003970365483243246
feature2,0.0020298203631359097
feature6,0.0010352232029955388
feature13,0.0009892687043012729
feature3,0.0001624521673346949
feature11,1.7824267470466552e-05
feature1,0.0
feature8,0.0
feature9,0.0
feature14,0.0
feature12,0.0
feature15,0.0
feature16,0.0
feature17,0.0
feature5,0.0
feature18,0.0
feature20,0.0
feature22,0.0
feature23,0.0
feature24,0.0
feature25,0.0
feature26,0.0
feature27,0.0
feature28,0.0
feature29,0.0
feature30,0.0
feature31,0.0
feature32,0.0
feature33,0.0
feature34,0.0
feature35,0.0
